i,workload_hash,trace_hash,n_stores,lat_mean_ms,avg_power_w,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,f129,f130,f131,f132,f133,f134,f135,f136,f137,f138,f139,f140,f141,f142,f143,f144,f145,f146,f147,f148,f149,f150,f151,f152,f153,f154,f155,f156,f157,f158,f159,f160,f161,f162,f163,f164,f165,f166,f167,f168,f169,f170,f171,f172,f173,f174,f175,f176,f177,f178,f179,f180,f181,f182,f183,f184,f185,f186,f187,f188,f189,f190,f191,f192,f193,f194,f195,f196,f197,f198,f199,f200,f201,f202,f203,f204,f205,f206,f207,f208,f209,f210,f211,f212,f213,f214,f215,f216,f217,f218,f219,f220,f221,f222,f223,f224,f225,f226,f227,f228,f229,f230,f231,f232,f233,f234,f235,f236,f237,f238,f239,f240,f241,f242,f243,f244,f245,f246,f247,f248,f249,f250,f251,f252,f253,f254,f255,f256,f257,f258,f259,f260,f261,f262,f263,f264,f265,f266,f267,f268,f269,f270,f271,f272,f273,f274,f275,f276,f277,f278,f279,f280,f281,f282,f283,f284,f285,f286,f287,f288,f289,f290,f291,f292,f293,f294,f295,f296,f297,f298,f299,f300,f301,f302,f303,f304,f305,f306,f307,f308,f309,f310,f311,f312,f313,f314,f315,f316,f317,f318,f319,f320,f321,f322,f323,f324,f325,f326,f327,f328,f329,f330,f331,f332,f333,f334,f335,f336,f337,f338,f339,f340,f341,f342,f343,f344,f345,f346,f347,f348,f349,f350,f351,f352,f353,f354,f355,f356,f357,f358,f359,f360,f361,f362,f363,f364,f365,f366,f367,f368,f369,f370,f371,f372,f373,f374,f375,f376,f377,f378,f379,f380,f381,f382,f383,f384,f385,f386,f387,f388,f389,f390,f391,f392,f393,f394,f395,f396,f397,f398,f399,f400,f401,f402,f403,f404,f405,f406,f407,f408,f409,f410,f411,f412,f413,f414,f415,f416,f417,f418,f419,f420,f421,f422,f423,f424,f425,f426,f427,f428,f429,f430,f431,f432,f433,f434,f435,f436,f437,f438,f439,f440,f441,f442,f443,f444,f445,f446,f447,f448,f449,f450,f451,f452,f453,f454,f455,f456,f457,f458,f459,f460,f461,f462,f463,f464,f465,f466,f467,f468,f469,f470,f471,f472,f473,f474,f475,f476,f477,f478,f479,f480,f481,f482,f483,f484,f485,f486,f487,f488,f489,f490,f491,f492,f493,f494,f495,f496,f497,f498,f499,f500,f501,f502,f503,f504,f505,f506,f507,f508,f509,f510,f511,f512,f513,f514,f515,f516,f517,f518,f519,f520,f521,f522,f523,f524,f525,f526,f527,f528,f529,f530,f531,f532,f533,f534,f535,f536,f537,f538,f539,f540,f541,f542,f543,f544,f545,f546,f547,f548,f549,f550,f551,f552,f553,f554,f555,f556,f557,f558,f559,f560,f561,f562,f563,f564,f565,f566,f567,f568,f569,f570,f571,f572,f573,f574,f575,f576,f577,f578,f579,f580,f581,f582,f583,f584,f585,f586,f587,f588,f589,f590,f591,f592,f593,f594,f595,f596,f597,f598,f599,f600,f601,f602,f603,f604,f605,f606,f607,f608,f609,f610,f611,f612,f613,f614,f615,f616,f617,f618,f619,f620,f621,f622,f623,f624,f625,f626,f627,f628,f629,f630,f631,f632,f633,f634,f635,f636,f637,f638,f639,f640,f641,f642,f643,f644,f645,f646,f647,f648,f649,f650,f651,f652,f653,f654,f655
0,3132724569696288517,227fbfef45cd70ed03992a855de95750f0f4a91b,3,0.0052781509853791165,64.331429801929,0.0,4.9358017461300046,4.000117392493434,0.0,0.0,0.0,0.0,0.0,5.269126693481056,4.9358017461300046,5.269126693481056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.002815015607053,1.0,1.0,3.169925001442312,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.0,14.935847868721822,11.043127882874236,6.604594774020751,8.3335681183202,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,1.0566416671474375,1.0566416671474375,14.602703169197731,11.13078924643437,6.9934991402128786,8.723425733471732,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,14.935847868721822,3.2294167697110594,3.3352081830646263,1.723308333814104,0.6666666666666666,0.3333333333333333,0.0,0.7233083338141041,3.868878847859842,2.3899750004807707,13.000293457957163,2.093811105553101,2.7893982095261958,1.1774983602756735,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16762721064379904,0.1730432589799452,0.1784026200352168,0.18370650315415102,0.1889560793526027,0.19415248292058482,0.1992968129421893,0.20439013473768486,0.20943348123252226,0.21442785425765176,5.21485348626199,11.00117312352255,8.3335681183202,5.333450725826768,12.936036531116871,1.723308333814104,0.0,0.0,6.980277770561858,5.657020267548714,0.0,0.0,0.0,0.0,0.0,7.451670431783011,6.980277770561858,7.451670431783011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4714045207910317,0.4714045207910317,0.0,1.3233642233234797,6.272410423566891,4.124896997155977,5.185615746757683,0.4714045207910317,0.0,0.4714045207910317,0.4714045207910317,1.4943169762484234,1.4943169762484234,2.792973863314691,7.544583211681526,4.959018617323975,6.048238370502101,0.4714045207910317,0.4714045207910317,0.0,0.4714045207910317,1.3233642233234797,1.28338279163566,3.3024830834546277,1.0229124554573918,0.4714045207910317,0.4714045207910317,0.0,0.391301106915703,0.9884700090765117,0.9853058756886721,1.413923075090967,2.086557159507649,3.6884406796053377,1.4088889217611569,0.4714045207910317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13017641977319291,0.1312926027596052,0.13278515610146704,0.13462912165745813,0.1367985233268354,0.1392670423916935,0.14200860146237448,0.14499783956209533,0.14821047435299364,0.15162355759231508,4.0912143234154925,1.413052569346167,5.185615746757683,4.784396947337947,1.3232575030131426,0.19565055345785157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.002815015607053,1.0,1.0,3.169925001442312,1.0,1.0,1.0,0.0,0.0,0.0,14.000088052430122,2.321928094887362,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.000704269011246,0.5849625007211562,0.16992500144231237,0.16992500144231237,0.0,0.0,0.0,0.0,14.000088052430122,2.321928094887362,1.0,1.0,0.0,0.0,0.0,0.16992500144231237,3.169925001442312,1.0,11.000704269011246,0.5849625007211562,0.16992500144231237,0.16992500144231237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.321928094887362,9.002815015607053,1.0,1.0,12.0003521774803,1.584962500721156,0.0,0.0,14.807405238390015,12.0003521774803,0.0,0.0,0.0,0.0,0.0,15.807380080443167,14.807405238390015,15.807380080443167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.002815015607053,1.0,1.0,3.169925001442312,1.0,1.0,1.0,1.0,1.0,0.0,16.807367501305226,16.807367501305226,10.808159772868375,12.0003521774803,1.0,0.0,1.0,1.0,3.169925001442312,3.169925001442312,17.807361211695124,17.807361211695124,11.807757403589267,13.000176099486442,1.0,1.0,0.0,1.0,16.807367501305226,5.044394119358453,8.005624549193879,3.169925001442312,1.0,1.0,0.0,1.0,5.266786540694901,3.169925001442312,14.000088052430122,5.044394119358453,8.005624549193879,3.169925001442312,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31735507152763576,0.3178627803725153,0.318370310608898,0.31887766236240633,0.31938483575852966,0.319891830922626,0.32039864797992024,0.32090528705550636,0.3214117482743456,0.3219180317612683,11.000704269011246,12.0003521774803,12.0003521774803,12.0003521774803,14.807405238390015,2.0,0.0
1,4914965356903447475,0b6597ce8e45eb3db3521736fe6544cfa1b376ea,1,0.005206849868799999,62.645863452345814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.002815015607053,9.002815015607053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.087462841250339,1.0,1.0,5.044394119358453,1.0,1.0,1.0,0.0,1.0,0.0,11.000704269011246,11.000704269011246,5.044394119358453,5.044394119358453,0.0,0.0,1.0,0.0,0.0,0.0,12.0003521774803,12.0003521774803,6.022367813028454,6.022367813028454,1.0,1.0,0.0,0.0,11.000704269011246,11.000704269011246,5.044394119358453,9.002815015607053,0.0,0.0,1.0,0.0,0.0,0.0,12.0003521774803,12.0003521774803,6.022367813028454,10.001408194392809,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.000704269011246,9.002815015607053,1.0,9.002815015607053,9.002815015607053,1.584962500721156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.002815015607053,9.002815015607053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.087462841250339,1.0,1.0,5.044394119358453,1.0,1.0,1.0,0.0,1.0,0.0,11.000704269011246,11.000704269011246,5.044394119358453,5.044394119358453,0.0,0.0,1.0,0.0,0.0,0.0,12.0003521774803,12.0003521774803,6.022367813028454,6.022367813028454,1.0,1.0,0.0,0.0,11.000704269011246,11.000704269011246,5.044394119358453,9.002815015607053,0.0,0.0,1.0,0.0,0.0,0.0,12.0003521774803,12.0003521774803,6.022367813028454,10.001408194392809,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.000704269011246,9.002815015607053,1.0,9.002815015607053,9.002815015607053,1.584962500721156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.002815015607053,9.002815015607053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.087462841250339,1.0,1.0,5.044394119358453,1.0,1.0,1.0,0.0,1.0,0.0,11.000704269011246,11.000704269011246,5.044394119358453,5.044394119358453,0.0,0.0,1.0,0.0,0.0,0.0,12.0003521774803,12.0003521774803,6.022367813028454,6.022367813028454,1.0,1.0,0.0,0.0,11.000704269011246,11.000704269011246,5.044394119358453,9.002815015607053,0.0,0.0,1.0,0.0,0.0,0.0,12.0003521774803,12.0003521774803,6.022367813028454,10.001408194392809,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.000704269011246,9.002815015607053,1.0,9.002815015607053,9.002815015607053,1.584962500721156,0.0
2,3132724569696288517,7a96f9176be20183393035b4b317b495e01e901a,3,0.005229153643335664,64.47016840539848,0.0,5.000014675628942,4.666696017476707,0.0,0.0,0.0,0.0,0.0,5.3333406712037865,5.3333406712037865,5.3333406712037865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.002815015607053,1.0,1.0,5.044394119358453,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.0,16.33335167802346,11.817081062950187,8.00052809795975,9.107432632059671,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,1.0566416671474375,1.6814647064528179,15.333573593097748,11.766408018982384,8.348395480266609,9.455502374147125,1.1073093649624541,0.6666666666666666,0.0,0.3333333333333333,16.33335167802346,3.8850278150659925,4.000469398130936,2.3481313731194846,0.6666666666666666,0.3333333333333333,0.0,0.6814647064528178,3.506586364299853,2.54311887335987,14.333582765411322,2.9220382525289073,3.5435882714908065,1.8912502464793544,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15969816957099556,0.1650712733736685,0.17038771627406754,0.17564870759226184,0.1808554183196692,0.18600898272189528,0.19111049985865583,0.19616103502587304,0.20116162112468183,0.20611325996174665,5.21485348626199,12.3343303734891,9.666725368286748,5.528350184383759,14.333406710582357,1.723308333814104,0.0,0.0,7.071088566338962,6.59970479938807,0.0,0.0,0.0,0.0,0.0,7.542482709972422,7.542482709972422,7.542482709972422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4714045207910317,0.4714045207910317,0.0,0.4713993321528678,6.729896517318747,5.099261219359649,5.773598919988084,0.4714045207910317,0.0,0.4714045207910317,0.4714045207910317,1.4943169762484234,2.37795019251727,3.090880638589189,8.212901657001257,5.998133305261583,6.689824063715415,0.9509553071563694,0.4714045207910317,0.0,0.4714045207910317,0.4713993321528678,2.210556823618209,4.243304516322208,1.9065456717262383,0.4714045207910317,0.4714045207910317,0.0,0.45047693222892005,0.4761110652801439,1.7847182175339693,2.3567009856753183,2.9486361601182534,4.571697872869903,2.2405045199743925,0.4714045207910317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12123218604089035,0.12270229976779554,0.12456612664065297,0.1267931126022454,0.1293520742530276,0.13221204739594056,0.13534296900793993,0.13871618517349887,0.1423047958680593,0.14608385858843642,4.0912143234154925,2.3557371011855226,6.128300278597038,5.995181518546404,0.47138376695089235,0.19565055345785157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.002815015607053,1.0,1.0,5.044394119358453,1.0,1.0,1.0,0.0,0.0,0.0,16.00002201361136,2.321928094887362,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.000704269011246,0.16992500144231237,0.044394119358453436,0.044394119358453436,0.0,0.0,0.0,0.0,16.00002201361136,2.321928094887362,1.0,1.0,0.0,0.0,0.0,0.044394119358453436,3.169925001442312,1.0,11.000704269011246,0.16992500144231237,0.044394119358453436,0.044394119358453436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.321928094887362,9.002815015607053,1.0,1.0,14.000088052430122,1.584962500721156,0.0,0.0,15.000044026886828,14.000088052430122,0.0,0.0,0.0,0.0,0.0,16.00002201361136,16.00002201361136,16.00002201361136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.002815015607053,1.0,1.0,5.044394119358453,1.0,1.0,1.0,1.0,1.0,0.0,17.000011006847668,17.12929308035184,13.000176099486442,14.000088052430122,1.0,0.0,1.0,1.0,3.169925001442312,5.044394119358453,18.00000550343433,18.129288048657177,14.000088052430122,15.000044026886828,2.321928094887362,1.0,0.0,1.0,17.000011006847668,7.011227255423254,10.001408194392809,5.044394119358453,1.0,1.0,0.0,1.0,4.1799090900149345,5.044394119358453,16.00002201361136,7.011227255423254,10.001408194392809,5.044394119358453,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29356794830922534,0.2939468235536852,0.29432559932545016,0.2947042756767389,0.29508285265972917,0.2954613303265574,0.2958397087293198,0.29621798792007087,0.3068886954232212,0.32136553101168697,11.000704269011246,14.000088052430122,14.000088052430122,14.000088052430122,15.000044026886828,2.0,0.0
